Title,Runtime,MPAA Rating,IMDb Score,Release Year
Florence Foster Jenkins,111 min,PG-13,6.8,(2016)
Pele: Birth of a Legend,107 min,PG,7.1,(2016)
Mr. Church,104 min,PG-13,7.6,(2016)
Precious Cargo,90 min,R,4.6,(2016)
Special Correspondents,101 min,TV-MA,5.9,(2016)
Flight Crew,138 min,TV-14,6.6,(2016)
The Take,92 min,R,6.3,(2016)
A Hologram for the King,98 min,R,6.1,(2016)
Elvis & Nixon,86 min,R,6.4,(2016)
Lavender,92 min,Not Rated,5.4,(I) (2016)
A Kind of Murder,95 min,R,5.3,(2016)
Rebirth,100 min,TV-MA,5.0,(I) (2016)
King Cobra,91 min,Not Rated,5.6,(2016)
Daylight's End,105 min,Not Rated,5.4,(2016)
Detour,97 min,R,6.2,(I) (2016)
Barbershop: The Next Cut,111 min,PG-13,5.9,(2016)
"Fear, Inc.",90 min,R,5.6,(2016)
Here Alone,98 min,Not Rated,5.6,(2016)
I Am Wrath,92 min,R,5.4,(2016)
Holidays,105 min,Not Rated,5.1,(2016)
Mother's Day,118 min,PG-13,5.6,(I) (2016)
Ratchet & Clank,94 min,PG,5.5,(2016)
Captain America: Civil War,147 min,PG-13,7.8,(2016)
High Strung,96 min,PG,6.3,(2016)
Before I Wake,97 min,PG-13,6.2,(2016)
Criminal,113 min,R,6.3,(2016)
The Jungle Book,106 min,PG,7.4,(2016)
God's Not Dead 2,120 min,PG,4.3,(2016)
Meet the Blacks,94 min,R,4.8,(2016)
"Kiki, Love to Love",102 min,Not Rated,6.5,(2016)
The Huntsman: Winter's War,114 min,PG-13,6.1,(2016)
The Whole Truth,93 min,R,6.2,(2016)
Get a Job,83 min,R,5.2,(2016)
Rocky Handsome,119 min,Not Rated,6.8,(2016)
The Boss,99 min,R,5.4,(2016)
The Confirmation,101 min,PG-13,6.4,(2016)
Pee-wee's Big Holiday,90 min,TV-PG,6.1,(2016)
Miracles from Heaven,109 min,PG,7.1,(2016)
My Big Fat Greek Wedding 2,94 min,PG-13,6.0,(2016)
Sausage Party,89 min,R,6.1,(2016)
Keanu,100 min,R,6.2,(2016)
I Am Not a Serial Killer,104 min,Not Rated,6.2,(2016)
The Trust,92 min,R,5.4,(2016)
The Good Neighbor,98 min,Not Rated,6.3,(2016)
Don't Think Twice,92 min,R,6.7,(2016)
Batman v Superman: Dawn of Justice,151 min,PG-13,6.4,(2016)
Don't Breathe,88 min,R,7.1,(2016)
Hush,82 min,R,6.6,(I) (2016)
In a Valley of Violence,104 min,R,6.1,(2016)
Miss Stevens,86 min,Not Rated,6.6,(2016)
Everybody Wants Some!!,117 min,R,6.9,(2016)
Pet,94 min,R,5.7,(I) (2016)
10 Cloverfield Lane,103 min,PG-13,7.2,(2016)
Allegiant,120 min,PG-13,5.7,(2016)
Whiskey Tango Foxtrot,112 min,R,6.6,(2016)
Pandemic,91 min,TV-MA,4.4,(2016)
London Has Fallen,99 min,R,5.9,(2016)
Gods of Egypt,127 min,PG-13,5.4,(2016)
The Brothers Grimsby,83 min,R,6.2,(2016)
The Other Side of the Door,96 min,R,5.3,(2016)
Risen,107 min,PG-13,6.3,(2016)
"Crouching Tiger, Hidden Dragon: Sword of Destiny",96 min,PG-13,6.1,(2016)
Triple 9,115 min,R,6.3,(2016)
Genius,104 min,PG-13,6.5,(2016)
Alone in Berlin,103 min,R,6.5,(2016)
A Quiet Passion,125 min,PG-13,6.5,(2016)
Things to Come,102 min,PG-13,6.9,(2016)
Midnight Special,112 min,PG-13,6.6,(2016)
Cabin Fever,99 min,R,3.7,(2016)
War on Everyone,98 min,R,5.8,(2016)
House of Bodies,79 min,Not Rated,3.9,(2016)
Race,134 min,PG-13,7.1,(I) (2016)
Zootopia,108 min,PG,8.0,(2016)
Misconduct,106 min,R,5.3,(2016)
Dad's Army,100 min,Not Rated,5.2,(2016)
The Wild Life,91 min,PG,5.3,(2016)
How to Be Single,110 min,R,6.1,(2016)
Suntan,104 min,Unrated,6.6,(2016)
Blue Mountain State: The Rise of Thadland,90 min,R,5.7,(2016)
The Choice,111 min,PG-13,6.5,(I) (2016)
"Hail, Caesar!",106 min,PG-13,6.3,(2016)
Zoolander 2,101 min,PG-13,4.7,(2016)
The Love Witch,120 min,Unrated,6.2,(2016)
The Odyssey,122 min,PG,6.6,(2016)
The Fundamentals of Caring,97 min,TV-MA,7.3,(2016)
Fifty Shades of Black,92 min,R,3.5,(2016)
The Finest Hours,117 min,PG-13,6.7,(2016)
Frank & Lola,88 min,Unrated,5.9,(2016)
Ali and Nino,100 min,Not Rated,6.8,(2016)
The Intervention,90 min,R,6.0,(I) (2016)
The Birth of a Nation,120 min,R,6.5,(2016)
Lovesong,84 min,Not Rated,6.3,(2016)
Complete Unknown,91 min,R,5.4,(2016)
Range 15,89 min,TV-MA,4.3,(2016)
Little Men,85 min,PG,6.7,(2016)
Sing Street,106 min,PG-13,7.9,(2016)
Yoga Hosers,88 min,PG-13,4.2,(2016)
Certain Women,107 min,R,6.4,(2016)
The Hollars,88 min,PG-13,6.6,(2016)
Indignation,110 min,R,6.8,(2016)
Southside with You,84 min,PG-13,6.3,(2016)
Manchester by the Sea,137 min,R,7.8,(2016)
Captain Fantastic,118 min,R,7.8,(2016)
White Girl,88 min,TV-MA,5.7,(2016)
31,102 min,R,5.1,(2016)
Christine,119 min,R,6.9,(2016)
Love & Friendship,90 min,PG,6.4,(2016)
Sleight,89 min,R,5.9,(2016)
Let's Be Evil,82 min,Not Rated,3.8,(2016)
Swiss Army Man,97 min,R,6.9,(2016)
Hunt for the Wilderpeople,101 min,PG-13,7.8,(2016)
Exposed,102 min,R,4.3,(III) (2016)
The Eyes of My Mother,76 min,R,6.2,(2016)
The Greasy Strangler,93 min,Unrated,5.7,(2016)
Goat,96 min,R,5.7,(2016)
Wiener-Dog,88 min,R,5.9,(2016)
Operation Avalanche,94 min,R,6.1,(2016)
Morris from America,91 min,R,6.3,(2016)
Deadpool,108 min,R,8.0,(2016)
Pride and Prejudice and Zombies,108 min,PG-13,5.8,(2016)
Other People,97 min,Unrated,6.8,(I) (2016)
The Boy,97 min,PG-13,6.0,(2016)
Dirty Grandpa,102 min,R,5.9,(2016)
The Veil,93 min,R,4.7,(I) (2016)
Kung Fu Panda 3,95 min,PG,7.1,(2016)
The 5th Wave,112 min,PG-13,5.2,(2016)
Norm of the North,90 min,PG,3.4,(2016)
13 Hours,144 min,R,7.3,(2016)
The Forest,93 min,PG-13,4.8,(I) (2016)
Friend Request,92 min,R,5.2,(2016)
Ride Along 2,102 min,PG-13,5.9,(2016)
Standoff,80 min,R,6.1,(I) (2016)
Jane Got a Gun,98 min,R,5.9,(2015)
Capsule,91 min,TV-14,5.6,(2015)
Extraction,82 min,R,4.1,(II) (2015)
Worlds Apart,113 min,Not Rated,7.4,(2015)
The Revenant,156 min,R,8.0,(2015)
Ip Man 3,105 min,PG-13,7.0,(2015)
All Roads Lead to Rome,90 min,PG-13,4.9,(2015)
Star Wars: Episode VII - The Force Awakens,138 min,PG-13,7.8,(2015)
Joy,124 min,PG-13,6.6,(I) (2015)
Sisters,118 min,R,6.0,(III) (2015)
Eddie the Eagle,106 min,PG-13,7.3,(2015)
Daddy's Home,96 min,PG-13,6.1,(2015)
Manifesto,95 min,Not Rated,6.5,(III) (2015)
Bilal: A New Breed of Hero,105 min,PG-13,7.6,(2015)
The Hateful Eight,168 min,R,7.8,(2015)
The Ridiculous 6,119 min,TV-14,4.8,(2015)
Alvin and the Chipmunks: The Road Chip,92 min,PG,4.9,(2015)
Chi-Raq,127 min,R,5.9,(2015)
In the Heart of the Sea,122 min,PG-13,6.9,(2015)
Point Break,114 min,PG-13,5.3,(2015)
Krampus,98 min,PG-13,6.2,(I) (2015)
The Night Before,101 min,R,6.4,(II) (2015)
Criminal Activities,94 min,Not Rated,5.8,(2015)
Creed,133 min,PG-13,7.6,(II) (2015)
The Big Short,130 min,R,7.8,(2015)
Prem Ratan Dhan Payo,164 min,Not Rated,4.4,(2015)
Heist,93 min,R,6.1,(III) (2015)
Secret in Their Eyes,111 min,PG-13,6.3,(2015)
Concussion,123 min,PG-13,7.1,(2015)
The Good Dinosaur,93 min,PG,6.7,(2015)
Victor Frankenstein,110 min,PG-13,5.9,(2015)
My All-American,118 min,PG,7.1,(2015)
Life on the Line,97 min,R,5.2,(I) (2015)
By the Sea,122 min,R,5.3,(2015)
The Hunger Games: Mockingjay - Part 2,137 min,PG-13,6.5,(2015)
Love the Coopers,107 min,PG-13,5.8,(2015)
Freaks of Nature,92 min,R,5.9,(2015)
400 Days,91 min,Unrated,4.4,(2015)
Spectre,148 min,PG-13,6.8,(I) (2015)
Scouts Guide to the Zombie Apocalypse,93 min,R,6.3,(2015)
Jem and the Holograms,118 min,PG,4.1,(2015)
Rock the Kasbah,106 min,R,5.5,(2015)
Paranormal Activity: The Ghost Dimension,88 min,R,4.6,(2015)
The Peanuts Movie,88 min,G,7.0,(2015)
Burnt,101 min,R,6.6,(I) (2015)
Hell House LLC,93 min,Not Rated,6.4,(2015)
Woodlawn,123 min,PG,6.4,(2015)
The Last Witch Hunter,106 min,PG-13,5.9,(2015)
Miles Ahead,100 min,R,6.4,(2015)
Martyrs,86 min,Not Rated,4.0,(2015)
The Great Gilly Hopkins,99 min,PG,6.5,(2015)
Bridge of Spies,142 min,PG-13,7.6,(2015)
Goosebumps,103 min,PG,6.3,(2015)
Diablo,90 min,R,4.5,(2015)
Hell and Back,86 min,R,5.3,(2015)
Bone Tomahawk,132 min,Not Rated,7.1,(2015)
I Spit on Your Grave: Vengeance Is Mine,92 min,Unrated,5.1,(2015)
Fathers & Daughters,116 min,R,7.0,(2015)
Singh Is Bliing,141 min,Not Rated,5.0,(2015)
The Walk,123 min,PG,7.3,(II) (2015)
Crimson Peak,119 min,R,6.5,(2015)
Lazer Team,102 min,PG-13,5.5,(2015)
Waffle Street,86 min,Not Rated,6.2,(2015)
Hotel Transylvania 2,89 min,PG,6.6,(2015)
Pan,111 min,PG,5.7,(2015)
Mr. Right,95 min,R,6.3,(I) (2015)
Regression,106 min,R,5.6,(I) (2015)
MSG 2 the Messenger,134 min,14A,7.1,(2015)
The Man Who Knew Infinity,108 min,PG-13,7.2,(2015)
Captive,97 min,PG-13,5.4,(II) (2015)
Demon,94 min,R,6.1,(2015)
Forsaken,90 min,R,6.4,(I) (2015)
Southbound,89 min,R,5.9,(2015)
Pay the Ghost,94 min,Not Rated,5.2,(2015)
Close Range,80 min,TV-MA,5.1,(2015)
The Intern,121 min,PG-13,7.1,(I) (2015)
Hidden,84 min,R,6.4,(I) (2015)
Septembers of Shiraz,110 min,PG-13,6.2,(2015)
The Dressmaker,119 min,R,7.0,(I) (2015)
The Family Fang,105 min,R,6.1,(2015)
Hyena Road,120 min,R,6.5,(2015)
The Meddler,103 min,PG-13,6.3,(2015)
High-Rise,119 min,R,5.5,(2015)
Colonia,110 min,R,7.0,(2015)
The Devil's Candy,79 min,Not Rated,6.4,(2015)
Closet Monster,90 min,Not Rated,7.0,(2015)
Freeheld,103 min,PG-13,6.6,(2015)
The Program,99 min,R,6.5,(II) (2015)
Desierto,88 min,R,6.1,(2015)
Born to Be Blue,97 min,R,6.8,(2015)
The Ones Below,87 min,R,6.1,(2015)
Hardcore Henry,96 min,R,6.7,(2015)
Trumbo,124 min,R,7.4,(2015)
The Blackcoat's Daughter,93 min,R,5.9,(I) (2015)
Into the Forest,101 min,R,5.8,(2015)
Truth,125 min,R,6.8,(I) (2015)
The Lady in the Van,104 min,PG-13,6.7,(2015)
Miss You Already,112 min,PG-13,6.8,(2015)
Maggie's Plan,98 min,R,6.2,(2015)
Truman,108 min,TV-14,7.3,(2015)
3 Generations,92 min,PG-13,5.9,(2015)
The Martian,144 min,PG-13,8.0,(2015)
Eye in the Sky,102 min,R,7.3,(2015)
I Saw the Light,123 min,R,5.8,(2015)
Our Brand Is Crisis,107 min,R,6.1,(2015)
Blackway,90 min,R,5.3,(2015)
Demolition,101 min,R,7.0,(2015)
Land of Mine,100 min,R,7.8,(2015)
Remember,94 min,R,7.4,(I) (2015)
Sicilian Vampire,124 min,Not Rated,5.1,(2015)
A Bigger Splash,125 min,R,6.4,(2015)
Man Down,90 min,R,5.9,(I) (2015)
The Danish Girl,119 min,R,7.1,(2015)
Steve Jobs,122 min,R,7.2,(2015)
Equals,101 min,PG-13,6.0,(2015)
A War,115 min,R,7.0,(2015)
Room,118 min,R,8.1,(I) (2015)
Suffragette,106 min,PG-13,6.9,(2015)
Black Mass,123 min,R,6.9,(2015)
Anomalisa,90 min,R,7.2,(2015)
Marguerite,129 min,R,6.9,(2015)
Spotlight,129 min,R,8.1,(I) (2015)
Legend,132 min,R,6.9,(I) (2015)
Solace,101 min,R,6.4,(II) (2015)
Beasts of No Nation,137 min,TV-MA,7.7,(2015)
Masterminds,95 min,PG-13,5.8,(I) (2016)
Everest,121 min,PG-13,7.1,(2015)
The Perfect Guy,100 min,PG-13,5.6,(I) (2015)
Maze Runner: The Scorch Trials,131 min,PG-13,6.3,(2015)
Curve,85 min,R,5.4,(2015)
The Visit,94 min,PG-13,6.2,(I) (2015)
Visions,82 min,R,5.3,(II) (2015)
War Room,120 min,PG,6.4,(2015)
No Escape,103 min,R,6.7,(I) (2015)
The Transporter Refueled,96 min,PG-13,5.2,(2015)
The Bad Education Movie,90 min,Not Rated,5.8,(2015)
The Beauty Inside,127 min,Not Rated,7.3,(2015)
Sinister 2,97 min,R,5.3,(2015)
American Ultra,96 min,R,6.1,(2015)
The Wave,105 min,R,6.6,(2015)
Walt Before Mickey,107 min,PG,5.9,(2015)
Regular Show: The Movie,70 min,TV-PG,7.4,(2015)
Air,95 min,PG-13,5.1,(I) (2015)
Hitman: Agent 47,96 min,R,5.7,(2015)
Brothers,156 min,Not Rated,6.4,(I) (2015)
Straight Outta Compton,147 min,R,7.8,(2015)
We Are Your Friends,96 min,R,6.1,(2015)
The Runner,90 min,R,4.7,(I) (2015)
The People Vs. Fritz Bauer,105 min,R,7.1,(2015)
Howl,92 min,Not Rated,5.4,(I) (2015)
Kill Your Friends,103 min,Not Rated,6.0,(2015)
Veteran,123 min,Not Rated,7.0,(2015)
Fantastic Four,100 min,PG-13,4.3,(2015)
Ricki and the Flash,101 min,PG-13,6.0,(2015)
The Man from U.N.C.L.E.,116 min,PG-13,7.2,(2015)
The 33,127 min,PG-13,6.9,(2015)
The Gift,108 min,R,7.0,(VI) (2015)
Drishyam,163 min,Not Rated,8.2,(2015)
Vacation,99 min,R,6.1,(I) (2015)
Bite,88 min,Not Rated,4.9,(I) (2015)
Tales of Halloween,97 min,R,5.5,(2015)
Smosh: The Movie,84 min,PG-13,3.2,(2015)
Mission: Impossible - Rogue Nation,131 min,PG-13,7.4,(2015)
The Vatican Tapes,91 min,PG-13,4.7,(2015)
Synchronicity,101 min,R,5.4,(IV) (2015)
Assassination,140 min,Not Rated,7.2,(2015)
Pocket Listing,92 min,R,5.3,(2015)
A Christmas Horror Story,99 min,Not Rated,5.8,(2015)
Extinction,112 min,R,5.8,(2015)
13 Cameras,87 min,TV-MA,5.2,(2015)
Naomi and Ely's No Kiss List,89 min,Not Rated,5.5,(2015)
Momentum,96 min,Not Rated,5.5,(I) (2015)
Trainwreck,125 min,R,6.2,(2015)
Self/less,117 min,PG-13,6.5,(2015)
Jeruzalem,94 min,R,4.8,(2015)
Jenny's Wedding,94 min,PG-13,5.6,(2015)
The Gallows,81 min,R,4.2,(2015)
Harbinger Down,82 min,R,4.6,(2015)
Final Girl,84 min,R,4.7,(2015)
Magic Mike XXL,115 min,R,5.6,(2015)
Staten Island Summer,108 min,R,5.6,(II) (2015)
Ant-Man,117 min,PG-13,7.3,(2015)
Ted 2,115 min,R,6.3,(2015)
Max,111 min,PG,6.6,(I) (2015)
The Rezort,91 min,Not Rated,5.3,(2015)
Terminator Genisys,126 min,PG-13,6.3,(2015)
Paper Towns,109 min,PG-13,6.2,(2015)
Kill Zone 2,120 min,Not Rated,6.7,(2015)
Barney Thomson,96 min,Unrated,6.2,(2015)
Southpaw,124 min,R,7.3,(2015)
The Escort,88 min,Not Rated,6.0,(2015)
Holding the Man,127 min,Unrated,7.4,(2015)
The Abandoned,86 min,Not Rated,4.9,(2015)
Intruders,90 min,R,5.7,(2015)
Already Tomorrow in Hong Kong,78 min,Not Rated,6.4,(2015)
Minions,91 min,PG,6.4,(2015)
Dil Dhadakne Do,170 min,Not Rated,7.0,(2015)
The Daughter,96 min,14A,6.6,(2015)
Alienated,81 min,TV-MA,3.7,(II) (2015)
Terminus,94 min,R,5.4,(2015)
Jurassic World,124 min,PG-13,6.9,(2015)
Circle,87 min,Not Rated,6.0,(II) (2015)
Insidious: Chapter 3,97 min,PG-13,6.1,(2015)
Aloha,105 min,PG-13,5.4,(I) (2015)
Entourage,104 min,R,6.5,(2015)
4th Man Out,86 min,Unrated,6.7,(2015)
Macbeth,113 min,R,6.6,(I) (2015)
The Human Centipede III (Final Sequence),102 min,Not Rated,2.8,(2015)
Return to Sender,92 min,Not Rated,5.1,(I) (2015)
The Little Prince,108 min,PG,7.7,(2015)
San Andreas,114 min,PG-13,6.1,(2015)
Survivor,96 min,PG-13,5.6,(I) (2015)
Dheepan,115 min,R,7.2,(2015)
Love,135 min,TV-MA,6.1,(II) (2015)
Youth,124 min,R,7.3,(I) (2015)
Mountains May Depart,126 min,Not Rated,6.9,(2015)
Sicario,121 min,R,7.6,(2015)
Inside Out,95 min,PG,8.1,(I) (2015)
Poltergeist,93 min,PG-13,4.9,(2015)
Louder Than Bombs,109 min,R,6.6,(2015)
Cemetery of Splendor,122 min,Unrated,6.8,(2015)
Carol,118 min,R,7.2,(2015)
Green Room,95 min,R,7.0,(2015)
My King,124 min,Unrated,7.1,(2015)
A Perfect Day,106 min,R,6.8,(I) (2015)
The Sea of Trees,110 min,PG-13,6.1,(2015)
Those People,89 min,Not Rated,6.5,(2015)
The Lobster,119 min,R,7.1,(2015)
Irrational Man,95 min,R,6.6,(2015)
Embrace of the Serpent,125 min,Not Rated,7.8,(2015)
Area 51,91 min,R,4.2,(2015)
Tale of Tales,134 min,R,6.4,(2015)
A Royal Night Out,97 min,PG-13,6.5,(2015)
Tomorrowland,130 min,PG,6.4,(2015)
MI-5,104 min,R,6.2,(2015)
Mad Max: Fury Road,120 min,R,8.1,(2015)
San Andreas Quake,84 min,Not Rated,2.1,(2015)
Hot Pursuit,87 min,PG-13,5.1,(2015)
Blind Date,90 min,Not Rated,6.6,(2015)
Little Boy,106 min,PG-13,7.3,(2015)
No Deposit,80 min,Not Rated,5.7,(2015)
Barely Lethal,96 min,PG-13,5.4,(2015)
Maggie,95 min,PG-13,5.6,(I) (2015)
Emelie,82 min,Not Rated,5.4,(2015)
Pitch Perfect 2,115 min,PG-13,6.4,(2015)
Man Up,88 min,R,6.8,(I) (2015)
Ashby,100 min,R,6.4,(2015)
The Survivalist,104 min,Not Rated,6.4,(2015)
Tumbledown,105 min,R,6.2,(2015)
Mojave,93 min,R,5.2,(2015)
Backtrack,90 min,R,5.9,(I) (2015)
Pixels,105 min,PG-13,5.6,(2015)
The Benefactor,93 min,Not Rated,5.1,(I) (2015)
Stung,87 min,Not Rated,5.1,(I) (2015)
The Adderall Diaries,87 min,R,5.2,(2015)
Mia madre,106 min,R,6.8,(2015)
Child 44,137 min,R,6.4,(2015)
Far from the Madding Crowd,119 min,PG-13,7.1,(2015)
Avengers: Age of Ultron,141 min,PG-13,7.3,(2015)
Infini,110 min,R,5.3,(2015)
Paul Blart: Mall Cop 2,94 min,PG,4.4,(2015)
The Age of Adaline,112 min,PG-13,7.2,(2015)
Wolf Warrior,90 min,Not Rated,5.3,(2015)
The Longest Ride,123 min,PG-13,7.0,(2015)
Careful What You Wish For,91 min,R,5.6,(2015)
Last Knights,115 min,R,6.1,(2015)
Dark Places,113 min,R,6.2,(2015)
A Girl Like Her,91 min,PG-13,7.0,(2015)
Dead Rising: Watchtower,118 min,Not Rated,5.2,(2015)
Pound of Flesh,104 min,R,5.1,(2015)
Do You Believe?,120 min,PG-13,6.0,(2015)
Danny Collins,106 min,R,7.0,(2015)
He Never Died,99 min,R,6.3,(2015)
Furious 7,137 min,PG-13,7.1,(2015)
Get Hard,100 min,R,6.0,(2015)
Krisha,83 min,R,7.1,(2015)
The Diabolical,86 min,TV-MA,4.7,(2015)
Spy,120 min,R,7.0,(2015)
We Are Still Here,84 min,Not Rated,5.7,(I) (2015)
Deathgasm,86 min,Not Rated,6.3,(2015)
"Hello, My Name Is Doris",90 min,R,6.6,(2015)
6 Years,79 min,Not Rated,5.5,(2015)
The Boy,111 min,Not Rated,5.5,(I) (2015)
Nina Forever,98 min,R,5.6,(2015)
Moonwalkers,96 min,R,6.1,(2015)
The Invitation,100 min,Not Rated,6.6,(I) (2015)
The Divergent Series: Insurgent,119 min,PG-13,6.2,(2015)
Run All Night,114 min,R,6.6,(2015)
Home,94 min,PG,6.6,(II) (2015)
Superfast!,99 min,PG-13,4.1,(2015)
Chappie,120 min,R,6.8,(2015)
Landmine Goes Click,105 min,TV-MA,5.9,(2015)
Unfinished Business,91 min,R,5.4,(I) (2015)
Who Killed Captain Alex?,64 min,Not Rated,7.9,(2015)
Parallels,83 min,Not Rated,6.0,(I) (2015)
Into the Grizzly Maze,94 min,R,5.3,(2015)
The Second Best Exotic Marigold Hotel,122 min,PG,6.5,(2015)
Kidnapping Mr. Heineken,95 min,R,6.1,(2015)
Pressure,91 min,R,5.6,(II) (2015)
Hot Tub Time Machine 2,93 min,R,5.0,(2015)
Dragon Blade,127 min,R,5.9,(2015)
The Lazarus Effect,83 min,PG-13,5.2,(2015)
The Gunman,115 min,R,5.8,(2015)
Cinderella,105 min,PG,6.9,(I) (2015)
Absolutely Anything,85 min,R,6.0,(2015)
MSG: The Messenger of God,197 min,PG,6.0,(2015)
The DUFF,101 min,PG-13,6.4,(2015)
Demonic,83 min,R,5.3,(2015)
Focus,105 min,R,6.6,(II) (2015)
Accidental Love,100 min,PG-13,4.1,(2015)
Every Thing Will Be Fine,118 min,Not Rated,5.4,(2015)
Fifty Shades of Grey,125 min,R,4.2,(2015)
Woman in Gold,109 min,PG-13,7.3,(2015)
"McFarland, USA",129 min,PG,7.4,(2015)
Life,111 min,R,6.0,(I) (2015)
Knight of Cups,118 min,R,5.6,(2015)
Mr. Holmes,104 min,PG,6.8,(2015)
Victoria,138 min,Not Rated,7.6,(II) (2015)
Queen of Earth,90 min,Not Rated,6.2,(2015)
Queen of the Desert,128 min,PG-13,5.7,(2015)
45 Years,95 min,R,7.1,(2015)
Home Sweet Hell,98 min,R,5.5,(2015)
Cool Cat Saves the Kids,75 min,Not Rated,3.6,(2015)
Exeter,91 min,R,4.5,(2015)
The Final Girls,91 min,PG-13,6.5,(2015)
Grandma,79 min,R,6.7,(2015)
Lila & Eve,94 min,R,5.8,(2015)
Uncanny,85 min,Not Rated,6.2,(2015)
I Am Michael,98 min,Not Rated,5.6,(2015)
Project Almanac,106 min,PG-13,6.3,(2015)
The SpongeBob Movie: Sponge Out of Water,92 min,PG,6.0,(2015)
Don Verdean,90 min,PG-13,5.4,(2015)
Jupiter Ascending,127 min,PG-13,5.3,(2015)
I'll See You in My Dreams,92 min,PG-13,6.7,(2015)
Zipper,112 min,R,5.8,(2015)
Results,105 min,R,5.4,(I) (2015)
Brooklyn,117 min,PG-13,7.5,(2015)
The Stanford Prison Experiment,122 min,R,6.8,(2015)
Turbo Kid,93 min,Not Rated,6.7,(2015)
The Admiral,151 min,TV-PG,7.0,(2015)
Digging for Fire,85 min,R,5.8,(2015)
Advantageous,90 min,Not Rated,6.1,(2015)
People Places Things,85 min,R,6.8,(2015)
Me and Earl and the Dying Girl,105 min,PG-13,7.7,(2015)
The Hallow,97 min,Not Rated,5.7,(2015)
Experimenter,98 min,PG-13,6.6,(2015)
I Smile Back,85 min,R,6.2,(2015)
They Look Like People,80 min,Unrated,5.9,(2015)
Dope,103 min,R,7.2,(2015)
Sleeping with Other People,101 min,R,6.5,(2015)
The Diary of a Teenage Girl,102 min,R,6.8,(2015)
Mississippi Grind,108 min,R,6.4,(2015)
Slow West,84 min,R,6.9,(2015)
Z for Zachariah,98 min,PG-13,6.0,(2015)
Cop Car,88 min,R,6.3,(2015)
Shaun the Sheep Movie,85 min,PG,7.3,(2015)
Mistress America,84 min,R,6.7,(2015)
Ratter,80 min,R,4.9,(2015)
Knock Knock,99 min,R,4.9,(I) (2015)
The Witch,92 min,R,6.9,(2015)
Bloodsucking Bastards,86 min,Not Rated,5.7,(2015)
The End of the Tour,106 min,R,7.2,(2015)
True Story,99 min,R,6.3,(I) (2015)
Tangerine,88 min,R,7.1,(2015)
A Walk in the Woods,104 min,R,6.3,(2015)
Strange Magic,99 min,PG,5.7,(2015)
The Overnight,79 min,R,6.1,(2015)
The D Train,101 min,R,5.1,(I) (2015)
Strangerland,112 min,R,5.2,(2015)
Bound to Vengeance,93 min,Not Rated,5.6,(2015)
James White,85 min,R,7.1,(2015)
Ten Thousand Saints,113 min,R,5.9,(2015)
The Bronze,100 min,R,6.1,(2015)
Mortdecai,107 min,R,5.5,(2015)
Spare Parts,114 min,PG-13,7.2,(I) (2015)
Tracers,94 min,PG-13,5.6,(2015)
Wild Card,92 min,R,5.6,(2015)
The Boy Next Door,91 min,R,4.7,(2015)
Vice,96 min,R,4.2,(2015)
Telling Tales,103 min,TV-Y7,7.4,(2015)
Blackhat,133 min,R,5.4,(2015)
The Wedding Ringer,101 min,R,6.6,(2015)
The Atticus Institute,83 min,Not Rated,5.5,(2015)
The Big Fat Stone,111 min,R,5.9,(2014)
The Woman in Black 2: Angel of Death,98 min,PG-13,4.8,(2014)
Let's Kill Ward's Wife,82 min,Unrated,5.4,(2014)
Night at the Museum: Secret of the Tomb,98 min,PG,6.2,(2014)
Seventh Son,102 min,PG-13,5.5,(I) (2014)
Ode to My Father,126 min,Not Rated,7.8,(2014)
Ex Machina,108 min,R,7.7,(2014)
Taken 3,108 min,PG-13,6.0,(2014)
Kingsman: The Secret Service,129 min,R,7.7,(2014)
Expelled,85 min,PG-13,4.7,(2014)
The Interview,112 min,R,6.5,(II) (2014)
The Water Diviner,111 min,R,7.0,(2014)
Into the Woods,125 min,PG,5.9,(2014)
Annie,118 min,PG,5.3,(2014)
Mune: Guardian of the Moon,85 min,PG,7.1,(2014)
Black Sea,114 min,R,6.4,(2014)
Dying of the Light,94 min,R,4.5,(2014)
The Pyramid,89 min,R,4.6,(2014)
Exodus: Gods and Kings,150 min,PG-13,6.0,(2014)
The Hobbit: The Battle of the Five Armies,144 min,PG-13,7.4,(2014)
Paddington,95 min,PG,7.3,(2014)
Against the Sun,100 min,PG,6.5,(2014)
Poker Night,104 min,TV-14,6.2,(I) (2014)
Unbroken,137 min,PG-13,7.2,(I) (2014)
Kirk Cameron's Saving Christmas,79 min,PG,1.3,(2014)
Big Eyes,106 min,PG-13,7.0,(I) (2014)
Clown,100 min,R,5.7,(2014)
Horrible Bosses 2,108 min,R,6.3,(2014)
Kilo Two Bravo,108 min,R,7.1,(2014)
American Sniper,133 min,R,7.3,(2014)
Selma,128 min,PG-13,7.5,(2014)
The Hunger Games: Mockingjay - Part 1,123 min,PG-13,6.6,(2014)
The Gambler,111 min,R,6.0,(III) (2014)
Penguins of Madagascar,92 min,PG,6.6,(2014)
Sex Ed,92 min,Not Rated,5.6,(2014)
Skin Trade,96 min,R,5.6,(2014)
A Most Violent Year,125 min,R,7.0,(2014)
Jessabelle,90 min,PG-13,5.4,(2014)
Some Kind of Beautiful,99 min,R,5.7,(II) (2014)
Suite Française,107 min,14A,7.0,(2014)
Dumb and Dumber To,109 min,PG-13,5.6,(2014)
Search Party,93 min,R,5.6,(2014)
